time,signal
1.561,
1.562,6.62685956908485
1.563,6.490927365276588
1.564,6.364684460685828
1.566,6.142434686134361
1.567,
1.568,5.96215993023734
1.569,5.888272942042606
1.57,
1.571,5.773743412875818
1.573,
1.574,5.686302432821725
1.577,5.700234853363792
1.578,5.727072480018764
1.579,
1.58,5.813141017395487
1.581,5.871953208659384
1.583,6.0198362837892025
1.584,
1.585,6.2059581754043425
1.587,6.4273622083668664
1.588,
1.589,6.680633112589778
1.59,6.818036260213013
1.591,6.961939413139977
1.593,
1.5939999999999999,7.427194527373448
1.595,7.59155341563968
1.5959999999999999,7.759557101158306
1.597,7.93059175439681
1.5979999999999999,8.104034173435899
1.599,8.279253997094449
1.5999999999999999,8.455615962440534
1.601,
1.6019999999999999,8.809214545777236
1.603,8.985176897788778
1.6039999999999999,9.159737547022505
1.605,9.332271534600677
1.6059999999999999,9.502162989214321
1.6079999999999999,
1.609,9.990008280505114
1.6099999999999999,
1.611,10.291352589767977
1.6119999999999999,
1.613,10.568643461654768
1.615,10.81807396808966
1.6159999999999999,10.931273489843305
1.617,11.036287340229478
1.6179999999999999,11.132775095954845
1.619,11.220430805916616
1.6199999999999999,
1.6219999999999999,11.427888940724785
1.623,11.47788796812528
1.6239999999999999,11.518081896652298
1.625,11.548393391702323
1.626,11.568785489685135
1.627,11.579261834242612
1.628,11.579866752325227
1.629,11.570685168896134
1.631,11.523503542252794
1.633,11.439194881572487
1.634,
1.636,11.24786272592392
1.637,11.168162446734446
1.638,
1.639,
1.64,10.887163078327662
1.641,10.781130315035131
1.643,
1.645,10.309515004495633
1.646,10.18267269019197
1.647,10.05348734606806
1.648,9.922597975683232
1.649,9.790652561065055
1.651,9.526214719431803
1.652,9.395039492842294
1.653,9.265437277129053
1.654,9.138061275169996
1.655,9.013557717810716
1.656,8.892563215230647
1.657,8.775702140079089
1.658,
1.659,22.19374981636004
1.66,22.092874596940874
1.661,
1.662,21.91102367914596
1.663,21.831072862622058
1.665,21.695470048816844
1.666,
1.667,21.595030699648515
1.668,
1.67,21.516336085199857
1.671,21.510372372462548
1.672,21.514874905323804
1.673,21.529980756841585
1.674,21.555784395737568
1.677,21.697677700921563
1.678,21.766350079375083
1.679,21.845540897966224
1.68,
1.681,22.034769740699407
1.682,22.14434751631128
1.683,
1.684,22.39196865222027
1.685,22.529307494755976
1.686,22.67513158615644
1.687,22.828994872757832
1.688,22.990416489538415
1.689,
1.691,23.514737456428804
1.692,23.70095026300094
1.693,23.891859333521015
1.694,24.08681520780969
1.695,24.285148045829665
1.696,24.4861700688625
1.697,24.689178068002857
1.699,25.098277451008478
1.7,25.302908586155326
1.701,25.50661052775605
1.702,25.70864219867505
1.703,
1.705,26.29732803402112
1.706,26.485317600188587
1.707,26.667992203738464
1.708,26.844653584612246
1.709,27.014619709161394
1.711,27.33183387387127
1.712,27.477820747528774
1.713,
1.714,27.74158972018683
1.715,
1.716,27.96413237633473
1.717,28.058704873912188
1.718,
1.719,28.212275229654672
1.72,
1.7209999999999999,28.31594347938448
1.722,28.348285468854847
1.7229999999999999,28.367298837245592
1.724,28.37278570302576
1.7249999999999999,28.36459103243964
1.7269999999999999,28.30675414193819
1.7289999999999999,28.193420713741673
1.73,28.116020225121236
1.732,27.92028920753225
1.7329999999999999,27.802303114420475
1.734,27.671203460875034
1.7349999999999999,27.52726710980782
1.736,
1.7369999999999999,
1.738,
1.7389999999999999,26.830077747585776
1.74,26.627479641339878
1.7409999999999999,
1.742,
1.7429999999999999,25.959608974784388
1.744,25.718831094816796
1.7449999999999999,25.46998150617498
1.746,25.213701317920243
1.7469999999999999,24.950653999836813
1.748,24.68152325567382
1.75,
1.752,23.558425210809645
1.753,23.269686489466352
1.755,22.687929275989
1.756,22.396437933282616
1.757,22.105557348899815
1.76,
1.761,20.963295611257145
1.762,
1.763,
1.766,
1.767,19.39389558268408
1.768,19.15791577834111
1.769,18.930914642634505
1.77,18.71346328690755
1.771,18.50610560207964
1.772,18.309356920543465
1.773,
1.774,17.9495977819437
1.775,17.787464576244723
1.776,17.63769292461715
1.777,17.500638893194942
1.778,17.376624145784465
1.779,17.26593534810676
1.78,
1.781,17.085504467833893
1.782,17.016156899125107
1.783,16.960923880785177
1.784,
1.787,
1.788,
1.79,16.973907209471236
1.791,17.032410765329367
1.792,17.104706997841507
1.795,17.40213208701483
1.798,17.81442729515583
1.799,
1.8,18.14849456607369
1.802,18.526099723189542
1.803,18.730090887975454
1.804,18.94356031838847
1.805,19.165999634694394
1.806,19.3968839848173
1.807,19.63567353056676
1.808,19.881814947983354
1.809,
1.81,20.393881737907588
1.811,
1.812,20.92844551936583
1.813,21.202680297429094
1.814,21.480748479835018
1.815,21.76204461216096
1.816,1.5400888706215576
1.817,1.8260199913729558
1.819,2.4015043008166748
1.82,2.689855724595288
1.821,2.9778202735179486
1.822,3.264811184708167
1.823,3.550249611682098
1.824,3.8335658209094516
1.825,4.114200344392184
1.826,4.391605086420345
1.827,4.665244382855869
1.828,4.934596011484609
1.829,
1.83,5.458420295681079
1.831,
1.832,5.959204196022071
1.833,6.199818933764634
1.834,6.433345082776464
1.835,6.659378472352527
1.836,6.8775345799919645
1.837,7.087449065328671
1.839,7.481199544851669
1.84,7.664411821785837
1.841,
1.842,
1.843,
1.845,8.433336913409343
1.846,8.556207241624314
1.8479999999999999,8.76973944066772
1.849,8.86017963065699
1.851,9.008022507878085
1.8519999999999999,9.065337693705025
1.853,
1.8539999999999999,9.146701199582637
1.855,
1.8559999999999999,9.1838870021382
1.859,
1.8599999999999999,9.128072427198685
1.8619999999999999,9.037037932771609
1.863,8.976316737374798
1.8639999999999999,8.905726959784412
1.865,8.825490002175233
1.867,8.637039345663432
1.8679999999999999,8.529345734199751
1.869,8.413043804872757
1.8699999999999999,
1.871,8.155806636477102
1.873,7.867833319418002
1.8739999999999999,7.713153252202562
1.875,7.551808695438155
1.876,7.38415941148464
1.877,7.21057339338916
1.878,7.031426098860457
1.879,6.8470996784696165
1.88,6.65798219912625
1.881,6.464466863874501
1.883,6.065836419844951
1.884,5.861526345311416
1.885,5.654426913877039
1.887,
1.888,5.020465130805109
1.889,4.806280003343083
1.89,
1.891,4.376040003767824
1.892,4.160784929182664
1.893,
1.894,
1.895,3.5191915477273685
1.896,3.3079957784587974
1.897,3.098757338334111
1.898,2.8918389413788406
1.899,
1.9,2.486370907302434
1.902,2.094315619807438
1.904,1.718234206059583
1.905,1.5369350147111915
1.906,1.3605067382742824
1.907,1.189215855716747
1.908,1.0233155341815454
1.91,
1.913,0.2825501602354161
1.915,0.031236638502889047
1.916,-0.08414904309741278
1.917,-0.19252470104589348
1.918,-0.29378845910095475
1.92,
1.921,-0.5541326347066917
1.923,-0.6909977235477012
1.924,-0.748358212791365
1.925,-0.7983467346994182
1.926,-0.8409899898213409
1.927,-0.8763301300915218
1.929,-0.9253452856706494
1.93,-0.9391792617927779
1.931,-0.9460273217019628
1.932,
1.935,
1.936,
1.937,
1.938,-0.8095988563094996
1.939,
1.94,-0.7163572078685045
1.943,-0.5372754264057806
1.944,-0.4680326189629471
1.945,-0.39441324967634994
1.947,-0.2350356866120813
1.948,
1.95,
1.951,0.12514465129392738
1.952,0.22231019271749375
1.953,0.3218034055793959
1.955,0.5267380875130505
1.956,0.6316674195276843
1.958,0.8451928101198711
1.959,0.9532980340972985
1.96,
1.961,1.1710042960422986
1.963,1.3891892895393159
1.964,
1.965,1.606131871183525
1.966,
1.968,1.925763500698785
1.97,
1.971,2.2342542452549226
1.972,2.333892100504826
1.973,2.431711227173288
1.975,20.075072997927883
1.976,
1.9769999999999999,
1.978,20.343399086356143
1.9789999999999999,20.428190189522056
1.98,20.510553769340625
1.9829999999999999,20.742664854662376
1.984,20.81495118360211
1.9849999999999999,20.884672740283087
1.986,20.951828753720367
1.9869999999999999,21.016426512025834
1.988,21.07848094725477
1.9889999999999999,
1.992,21.30180637783588
1.9929999999999999,21.35160371397649
1.994,21.399081755821104
1.9949999999999999,21.44429553261707
1.996,21.48730370788074
1.9969999999999999,21.52816803159718
1.998,21.566952791218966
2.001,21.671499158991868
2.002,21.702640235750916
2.003,21.73204229548653
2.004,
2.005,21.785901298078684
2.0060000000000002,21.81049096841429
2.007,
2.008,21.855308046436434
2.009,21.875654897946376
2.01,21.894701854933203
2.012,21.9290986985665
2.0140000000000002,21.958864004049865
2.015,21.972105340309177
2.016,21.98429421481127
2.017,
2.019,22.014774449579956
2.02,22.0229570326697
2.021,22.03016402830788
2.0220000000000002,22.036395893897403
2.023,
2.024,22.045911910923763
2.025,22.049173221497927
2.026,22.051414064141472
2.027,22.05261216985763
2.028,22.052741350868573
2.029,22.05177178032751
2.0300000000000002,
2.031,22.0464007491365
2.032,22.04192432747844
2.035,22.020834210335863
2.036,22.011102999846354
2.037,21.999945083406104
2.0380000000000003,21.98731431419249
2.039,21.973164865956765
2.04,21.957451695269384
2.045,21.85396665905302
2.046,
2.0469999999999997,21.80026948342976
2.048,
2.049,
2.05,21.705884870908832
2.051,21.670678007076834
2.052,21.63359144894551
2.053,21.594629907444464
2.054,21.553804438824333
2.0549999999999997,
2.056,
2.057,21.420355077346453
2.058,21.372319184697194
2.06,
2.061,21.218194665209907
2.0629999999999997,
2.065,20.991784801464387
2.066,20.93199711980897
2.067,20.87113186137012
2.068,20.80929910388323
2.069,20.746615316957982
2.0709999999999997,20.619190788356406
2.072,
2.073,20.489906476865478
2.074,20.42491700724595
2.075,20.359891739510147
2.076,20.294982348853637
2.077,20.2303438357965
2.078,20.166134027230296
2.0789999999999997,20.102513057924945
2.08,20.03964283461621
2.081,
2.083,19.857170625321913
2.084,19.79893834717808
2.086,19.687335879319285
2.088,19.583274849232037
2.089,19.534458619789813
2.09,19.48798387088305
2.091,19.443993950952777
2.092,19.402627036592047
2.0949999999999998,19.295557106634405
2.096,19.265941686591333
2.097,19.239543969056683
2.099,19.196778017693894
2.1,
2.101,19.167923551926062
2.102,19.158880069401473
2.104,19.15180797993616
2.106,19.15963118295576
2.107,19.169166629056257
2.108,19.18244975065545
2.109,19.19946551475504
2.11,19.22018772271957
2.1109999999999998,19.244578994951855
2.112,19.272590793884564
2.113,19.30416348528763
2.114,
2.115,19.377698160050258
2.116,
2.117,19.46448873623691
2.1189999999999998,19.56367364935875
2.12,
2.123,19.794996952262217
2.125,
2.126,19.992393366890525
2.127,20.061806334348894
2.128,
2.129,20.20489783534697
2.13,20.278172190421344
2.1310000000000002,20.352322043959305
2.133,5.326248286512961
2.134,5.4017393089998835
2.135,5.477241187196363
2.136,
2.138,5.701607476476416
2.14,5.847203368336142
2.142,5.987590170260796
2.143,6.055301674672898
2.145,
2.146,6.246071400594312
2.1470000000000002,6.3048934956442
2.148,6.361024180953606
2.149,6.414289530573597
2.15,6.464523440030772
2.151,6.511568147512682
2.152,
2.153,6.595503579132521
2.1550000000000002,
2.157,6.719199364260588
2.159,6.757305069677234
2.164,6.779066887212432
2.165,6.770578160634749
2.166,
2.167,6.740768231607474
2.168,6.719505760588637
2.17,6.664506434620682
2.171,
2.1719999999999997,6.593339307267248
2.173,
2.174,6.506730410053659
2.175,
2.176,6.405591470552394
2.177,6.349906635383109
2.178,6.291010428316548
2.179,6.2290644763948695
2.1799999999999997,6.164239865256438
2.181,6.096716672360622
2.183,5.954336820079421
2.185,
2.186,5.725489741650341
2.1879999999999997,5.56526905115457
2.189,5.483544644710425
2.193,5.1514217407448974
2.195,4.985616489311033
2.1959999999999997,4.903631597529319
2.197,4.822582561842974
2.198,
2.2,4.587445628627217
2.201,4.512519308435003
2.202,4.439700283428446
2.203,4.369209479440618
2.2039999999999997,4.301261769796156
2.205,
2.206,4.173820912444128
2.207,4.114721376846445
2.208,4.05895092190446
2.209,4.00668457636758
2.21,3.958087617491153
2.211,3.913315029895281
2.2119999999999997,
2.213,3.835808382116641
2.214,3.8033283345003204
2.215,3.7751797990466285
2.216,
2.217,3.7322498440343232
2.218,3.7176220555889397
2.2199999999999998,
2.221,3.7017250058416513
2.223,3.7147011794256484
2.224,3.7282624031774168
2.225,
2.227,
2.2279999999999998,3.8288273393881633
2.23,
2.231,3.950880992085997
2.232,3.999896308214254
2.233,4.05285354707779
2.234,4.109599013768576
2.235,4.169966451995588
2.237,
2.238,4.370958843925747
2.239,4.443916141796964
2.242,4.677565732137389
2.243,4.759575405992816
2.2439999999999998,
2.245,4.928263931416728
2.246,5.014412888837907
2.247,5.1014028241802025
2.248,5.188956686740157
2.249,5.276794091100069
2.25,
2.252,5.53917201833209
2.254,
2.257,5.955654452349296
2.258,6.033316187657412
2.259,6.108471045988619
2.26,6.18086145945518
2.261,6.250237398419216
2.262,6.316357245577408
2.263,
2.2640000000000002,
2.265,
2.266,6.543785017439431
2.268,6.63243811638877
2.269,6.6698798869882925
2.27,6.70253257181966
2.271,
2.2720000000000002,6.75296321633808
2.273,6.770526924212247
2.274,6.782873991214277
2.276,6.791673087250509
2.277,6.788046049998445
2.278,6.779044755743344
2.279,6.7646742224741905
2.282,6.689668777723924
2.283,6.654233397271699
2.284,6.613725084433252
2.285,6.568256807376786
2.286,6.517958963057441
2.287,
2.2880000000000003,6.403481266611268
2.289,6.339646077927727
2.29,
2.291,24.813889975644894
2.293,24.65920544528776
2.294,24.576919766237054
2.295,24.491687942240393
2.2960000000000003,24.403786623876723
2.2969999999999997,24.313503046397148
2.298,24.221134097189974
2.299,24.126985342582874
2.3,
2.301,
2.302,23.8370246377631
2.303,23.7389498466096
2.304,23.64071678563703
2.306,23.445118322302513
2.307,
2.308,23.252917424503703
2.309,23.15892638881863
2.31,23.066781222281314
2.311,
2.312,22.8893183512836
2.3129999999999997,22.804629503052627
2.314,22.723041987431348
2.315,22.64484914211525
2.316,22.570333933279805
2.317,22.499767930085078
2.318,
2.319,22.371506948211742
2.32,22.314289447070678
2.3209999999999997,22.26197435569574
2.322,22.214762336761947
2.325,22.105497987238756
2.326,22.08036259212394
2.327,22.061071553847622
2.328,22.047716843831566
2.3289999999999997,22.04037069409165
2.33,22.03908532035543
2.331,22.043892718772845
2.332,22.054804537141457
2.333,
2.334,22.094886036713756
2.335,22.12397716607663
2.336,22.159015881207846
2.3369999999999997,22.19991278999542
2.338,22.24655895659328
2.339,22.298826293884797
2.34,22.356568026600694
2.341,22.419619223220273
2.342,22.487797394492873
2.344,22.63872095297888
2.3449999999999998,22.721019841614194
2.346,22.807554328264793
2.347,22.89806525847532
2.348,22.992280754912365
2.349,23.08991719941043
2.35,23.190680255202185
2.351,23.29426592510865
2.3529999999999998,23.50864738226936
2.354,23.61879681200771
2.355,23.73047843738402
2.356,
2.357,
2.36,24.300054209273096
2.3609999999999998,24.413826941561016
2.362,
2.363,
2.364,24.748824796104454
2.366,24.963656796911707
2.368,25.168805183853074
2.37,25.36196279471916
2.371,25.453372037701516
2.372,
2.373,25.62461407558724
2.374,25.70399267580273
2.376,
2.377,25.914741923396118
2.379,26.03071676110215
2.38,26.080921484321856
2.3810000000000002,26.125787751364317
2.382,26.165224336463112
2.385,
2.386,26.267447878137688
2.387,26.278965362180106
2.388,26.28486305825931
2.3890000000000002,
2.39,26.279920630700516
2.391,26.26918045647
2.392,26.253019517227024
2.393,26.23152490890161
2.394,26.20479762168342
2.395,26.172951943657992
2.396,26.13611482664675
2.399,25.997100067989823
2.4,25.941795975144622
2.401,
2.402,25.818802404353963
2.403,25.751496309725084
2.404,25.680584581896817
2.4050000000000002,25.60627517913654
2.406,
2.407,25.448319643343876
2.409,25.279379998969656
2.41,25.19135046008544
2.411,
2.412,25.0093031817395
2.4130000000000003,24.91573869816657
2.414,
2.415,
2.416,
2.417,24.52977700443136
2.418,
2.419,24.3328393603893
2.42,24.23412282475895
2.4210000000000003,24.13551168517045
2.423,23.9393850534294
2.424,23.842244595272994
2.425,23.74595896629241
2.426,23.650699629472207
2.427,23.556631194666316
2.428,
2.431,
2.432,
2.434,22.94382054578087
2.435,
2.436,
2.4379999999999997,22.640346603793752
2.439,22.570780572314952
2.44,
2.441,22.43973930034129
2.442,22.37838936217315
2.443,22.31989345310174
2.444,
2.4459999999999997,22.161983745188234
2.448,18.677267268707936
2.449,
2.451,18.564915035111053
2.452,18.53367524103262
2.453,18.50555844728116
2.4539999999999997,
2.455,18.458713692200817
2.456,18.4399885655403
2.458,18.41192066847733
2.459,18.402566064106942
2.461,18.393170264312676
2.463,18.39610971390338
2.464,18.40216754355187
2.465,18.411260681036275
2.466,18.4233695103018
2.467,18.438472791918617
2.468,18.456547652636313
2.469,18.477569558017443
2.4699999999999998,18.501512268979454
2.471,18.528347783206264
2.472,18.558046262513614
2.473,18.590575947366144
2.474,18.62590305984776
2.475,
2.476,18.704803712363095
2.477,
2.4779999999999998,
2.479,18.843162345489898
2.48,
2.483,19.063008750647814
2.484,19.123923247986905
2.485,19.187095615191627
2.4859999999999998,19.25245817217336
2.487,19.31993961859264
2.488,19.389464942403453
2.489,19.46095534086296
2.491,19.609496821361926
2.492,19.68637083454432
2.4939999999999998,
2.495,19.92626059952402
2.496,20.00897197413166
2.497,
2.498,20.177862317968422
2.499,
2.5,20.350599173648803
2.502,20.526201362350022
2.504,
2.505,20.792706240180838
2.5060000000000002,
2.507,20.97085864883811
2.508,21.059658578423345
2.509,21.148083154923906
2.511,21.323225625512748
2.512,21.40965139617468
2.5140000000000002,21.57947990801846
2.515,21.662590604824008
2.516,
2.517,21.824481214787088
2.518,21.90297583197005
2.519,21.979649669452762
2.52,22.054365468137842
2.521,22.12698881142657
2.522,22.197388501524994
2.524,22.331010439408683
2.526,22.45425994286331
2.527,
2.528,22.566239927709923
2.529,22.61774636867253
2.531,22.71132756326744
2.532,22.753235037292143
2.534,22.826914733876585
2.535,22.85855988044016
2.536,22.88666897927225
2.537,22.91119640889549
2.538,22.9321039327825
2.539,22.949360782156642
2.54,22.96294371358611
2.541,22.972837041223617
2.543,22.98152994557662
2.544,22.980335874192125
2.545,
2.546,22.966938400630724
2.547,22.95478563240676
2.548,22.93904250397668
2.549,22.91975195908646
2.551,22.870733913420317
2.553,22.808206153876228
2.554,
2.555,22.732740501526365
2.556,22.69035917530422
2.557,22.64499752335084
2.558,
2.559,22.54571722484012
2.56,22.49200110093499
2.561,22.435709037314723
2.562,22.376951333552956
2.563,22.31584129424251
2.564,22.252494886175704
2.565,22.18703039530381
2.566,
2.567,22.050229857036992
2.568,
2.57,
2.571,21.756594571716484
2.572,
2.573,
2.574,21.522768757877305
2.576,21.362275350060038
2.577,21.281013058780363
2.578,
2.579,21.117055463876685
2.58,21.03459407028021
2.581,20.951963468895386
2.582,
2.583,20.786638529830615
2.584,20.704159939487603
2.585,20.621943398894135
2.586,20.540090082100086
2.588,20.37786359109075
2.59,20.21823224771745
2.591,
2.592,20.061900575984126
2.593,19.98517930839382
2.594,19.909525714821218
2.5949999999999998,19.835014661621795
2.596,19.761718195854847
2.597,19.689705612090997
2.599,19.549795975936398
2.605,19.167299971053136
2.606,
2.607,
2.608,
2.61,6.0606475735810506
2.612,5.966550276989816
2.613,5.922630830420212
2.614,5.8808489065088665
2.615,5.841241941531347
2.616,5.80384658280172
2.617,
2.6189999999999998,5.705286165990428
2.621,
2.622,5.627886360194885
2.623,5.606944116580269
2.626,
2.627,5.548312133554505
2.628,5.540090998211607
2.629,5.534503325593887
2.63,5.531577127785018
2.6310000000000002,5.531339514287407
2.632,5.5338165924078195
2.633,5.539033357094388
2.635,5.557779633151288
2.636,5.571352443248761
2.638,5.606993505376128
2.6390000000000002,5.629094687676657
2.642,5.712673601674097
2.643,
2.644,5.782867330771967
2.646,5.864661210752351
2.6470000000000002,5.909897989617662
2.648,5.958015581891731
2.649,6.009000003691253
2.651,6.119493440784181
2.652,
2.656,
2.66,6.750744436003857
2.661,6.833436042213803
2.662,6.9183952544588205
2.663,7.005539367494016
2.664,7.0947800277059985
2.665,7.186023204449422
2.666,7.279169177221253
2.667,7.37411253914869
2.668,7.470742217215222
2.669,7.568941509596449
2.67,7.66858814042326
2.671,
2.672,
2.673,7.974907341159977
2.674,8.079011998873208
2.675,8.183872170023864
2.676,8.289334286445296
2.677,
2.68,8.713971070150016
2.681,8.81998265049392
2.683,
2.684,
2.685,9.238095374687026
2.686,9.340211620468647
2.687,9.440983463581256
2.688,9.540217948285967
2.69,
2.691,
2.692,9.917888941494596
2.694,10.092431500912499
2.695,10.175449704398247
2.696,10.255376863906488
2.697,
2.698,10.40520383840326
2.699,10.474733439781513
2.7,10.540432477866538
2.702,
2.703,10.712806978242035
2.704,
2.705,10.805466830577423
2.706,10.844652805644198
2.707,10.878883273246663
2.708,10.90802232367825
2.709,10.93194155766507
2.71,
2.711,10.96364703043314
2.713,10.973138334929999
2.714,10.969324036706809
2.715,10.959699890545428
2.716,
2.717,10.922773503745821
2.718,10.895373563836444
2.719,
2.7199999999999998,10.822538744826073
2.721,10.777073526761262
2.722,10.725575788381846
2.723,10.66806004033177
2.724,10.60455300834272
2.725,10.535093786440244
2.726,10.459733965014259
2.727,
2.729,
2.73,10.10076284145647
2.731,9.997116904409687
2.733,9.773991036181954
2.734,
2.735,9.530751768259261
2.7359999999999998,9.402010614539465
2.737,9.26877068940266
2.741,8.695027221261816
2.742,8.54254504201428
2.7439999999999998,8.228484257762638
2.745,8.06744834384885
2.746,
2.75,
2.752,6.892978865339455
2.753,6.722239379601344
2.754,6.551752495776574
2.755,6.381860581142167
2.7560000000000002,6.21290919192
2.757,6.045246364855114
2.758,5.879221891770772
2.759,
2.76,
2.761,
2.762,5.238522916100303
2.765,0.7027609154946006
2.766,
2.767,0.42677022698469
2.768,0.29620844361763554
2.769,0.1710284607960597
2.77,0.051540399186188246
2.771,-0.06195414280209599
2.773,
2.775,-0.4503076507830386
2.776,-0.5296639536762529
2.777,-0.6014398634388627
2.778,
2.78,-0.7691550298118219
2.781,-0.8085543560767343
2.782,-0.8394232130146024
2.783,-0.8616202012178142
2.784,-0.8750214826932821
2.785,-0.8795212982341312
2.786,
2.787,
2.789,-0.8070494061655831
2.79,-0.766119860975885
2.791,-0.7160582295912779
2.792,
2.793,-0.588687805530582
2.794,-0.5115056815541186
2.795,-0.42544503209933904
2.796,-0.3306217256711079
2.797,-0.2271726669356262
2.798,-0.11525572742055257
2.799,0.004950377604510781
2.801,0.269412125260041
2.802,0.41320799310369694
2.803,0.5643741090306325
2.804,0.7226313103591915
2.806,
2.807,
2.808,1.420335740269186
2.81,1.8031360935691865
2.811,2.0016942429804887
2.812,
2.814,2.6210029018476737
2.815,
2.816,3.049154087334613
2.817,
2.818,3.485208276892103
2.819,3.704998427581502
2.821,4.145647600060045
2.823,4.58439609776607
2.824,4.801801992499796
2.826,5.230164272061425
2.827,5.440121291479857
2.829,5.849119047237945
2.83,6.047190341693071
2.831,6.240343285204583
2.833,6.610052197349027
2.835,6.954679503835353
2.836,7.116531253288281
2.837,7.270875632867537
2.838,7.417334299598495
2.839,7.5555472865119615
2.84,7.68517411237353
2.841,7.805894845036769
2.842,7.917411114371022
2.843,
2.844,
2.845,8.194092589801539
2.846,8.266270846112981
2.848,8.379451982317633
2.849,8.420179724360569
2.85,8.450194179357062
2.852,8.477835760689931
2.854,8.462164297948163
2.855,8.438144224120311
2.856,8.40342261347364
2.857,8.358101015707813
2.858,8.302309168481209
2.859,8.236204694062407
2.8609999999999998,8.073825320937788
2.864,7.7584044055180374
2.867,7.363836122897298
2.868,
2.8689999999999998,7.061523334850505
2.871,6.731571656024663
2.872,6.557332484946826
2.874,6.192664061500796
2.875,6.003208427696736
2.876,5.809672349961485
2.877,5.612567398556535
2.878,5.4124121475632965
2.879,
2.881,4.798900438425711
2.882,4.591811378275052
2.883,4.384311305174213
2.884,4.17692547084493
2.885,
2.887,3.560623403422528
2.888,
2.889,3.1596622864335044
2.891,2.7711129781372263
2.893,2.398567290247854
2.894,2.2193441001434104
2.895,2.045341663255887
2.896,
2.897,1.7144361977040636
2.898,1.5581955596445458
2.899,
2.902,1.0012493187706104
2.903,0.8801768280599953
2.904,0.7667410682906519
2.906,0.5633038812866058
2.907,0.4734953906777024
2.908,0.39170942957004096
2.909,0.31797335744191546
2.911,0.1946240327255322
2.912,
2.913,0.10312674294470359
2.914,
2.915,0.04274614459550152
2.916,0.02388689057761839
2.917,0.012354964484808217
2.918,0.007952968080175982
2.919,
2.921,0.03525148235909059
2.922,
2.926,0.7273108390328966
2.927,0.7752332803444633
2.928,
2.929,0.8834706295293224
2.93,0.9430878616865206
2.931,
2.932,
2.933,1.1396954051672226
2.936,1.3555596409320376
2.937,1.430192836965238
2.938,
2.939,1.5815171070055336
2.94,1.6575909194707688
2.941,1.733548546549398
2.942,1.8091146081701504
2.943,1.8840292518738604
2.945,2.030949095353758
2.946,2.1025217859796217
2.949,2.3075030698464962
2.95,2.3720964146994046
2.951,2.4346321930392256
2.952,
2.953,2.553226770316284
2.954,2.6091889171430793
2.955,2.6629002012755687
2.956,2.7143675996145973
2.957,2.7636198122692734
2.959,
2.96,
2.962,
2.963,3.0168345892250654
2.964,
2.965,3.0880854687909745
2.966,3.1219926975522494
2.967,3.1550253241784336
2.968,3.18740146013947
2.969,3.2193494833032132
2.97,3.2511065495056233
2.971,
2.973,
2.974,3.3811879995056087
2.976,
2.977,3.4890924293186414
2.978,3.528386154425052
2.98,
2.981,3.659632589893641
2.982,
2.983,3.760491761951026
2.985,3.8738873112130356
2.986,3.935706349214911
2.987,4.001128762526742
2.988,
2.99,4.2200911867161235
2.991,
2.992,4.385675844056916
2.993,
2.994,4.5671659183956566
2.995,4.663811465463219
2.996,
2.999,5.087791658667939
3.0,5.202461660121843
